RecordedDate,ResponseId,RecipientLastName,UserLanguage,Q4,Q4_3_TEXT,Q4R,Q5,Q6,Q6_7_TEXT,Q6R,Q7,Q7_8_TEXT,Q7R,Q8,Q8_9_TEXT,Q8GER,Q54,Q54_11_TEXT,Q8ALLR,UNILOC,CODLOC,Q9,Q9_4_TEXT,Q9R,Q10,Q10_13_TEXT,Q10R,Q11_1,Q12_1,MIDTOT,,,Q24
43972.56528,R_2PALNgs7ZhX8EjP,,EN,1,,1,26,7,Nonbinary Trans Man,5,8,Panromantic Asexual,5,5,,,,,5,USA,1,4,Ashkenazi Jewish,30,"8,9,13","Autistic, Chronically Ill","8,9,25",4,5,5,,,"I am physically isolated from my peer groups, particularly my queer and jewish peers, because I live in a rural and conservative community. Even before quarantine I rarely got to see other queer or Jewish people in person. The trans support group I participate in is a 45 minute drive from my house, and I haven't belonged  to a Jewish congregation since our family synagogue dissolved ten years ago. I am lucky in that my small rural town has a medical specialist who i can see for my chronic illness. Most of my friends live at least 20 minutes away; my romantic partner lives an hour away and that makes it difficult to see them outside of planned dates/outings. "
43972.56667,R_2ZE2ZGZSCdCtjBl,,EN,1,,1,25,5,,5,5,,5,5,,,,,5,USA,1,"3,4",English,5,"1,5,8,9",,"1,5,8,9",4,5,6,,,"Living in the PDX area certainly makes it easier to be safely and openly queer, but the current situation with Covid has rendered that irrelevant. "
43972.57083,R_24bEQp1VXfHwthd,,EN,1,,1,33,5,,5,7,,7,5,,,,,5,USA,1,3,,3,"1,5,6,7,8,9",,"1,5,6,7,8,9",4,4,8,,,
43972.57361,R_215Rk3uDBPj1OwH,,EN,1,,1,33,2,,2,5,,5,5,,,,,5,USA,1,4,None of the above,18,1,,1,6,7,2,,,"The city where I was born and raised (Austin) is well known for being both very liberal and full of â€œsouthern-hospitalityâ€. Due to this reputation, more open-minded and eclectic people are drawn to the city, which in turn causes the city itself to be more eclectic and open-minded. My immediate family are self-described â€œhippiesâ€ and I was raised in a very supportive and accepting community."
43972.57431,R_3HCfhCK3O51Y3WM,,EN,1,,1,39,5,,5,5,,5,5,,,,,5,USA,1,4,,4,"1,2",,"1,2",5,5,4,,,Living in Texas can be a little hard.  I am visibly Transfeminine and I work in an cleanroom where I am unable to wear makeup or a wig or a dress ect. so being so early in my transition can be a little rough with the way ppl tend to treat me here.  
43972.57778,R_3P6s0NGbzrKHdZI,,EN,3,Canada,4,23,3,,3,4,,4,5,,,,,5,USA,1,4,"Portuguese, Polish, Canadian",5,3,,3,6,6,2,,,"I feel very safe in my location, and I have many great relationships. I feel that there are usually opportunities here. Some of my responses were directly linked to the COVID 19 situation. For example, I feel thereâ€™s nothing to look forward to and I am unemployed specifically because of this situation. "
43972.57778,R_WpMku8nCdcdNpct,,EN,1,,1,20,6,,6,7,,7,5,,,,,5,USA,1,3,,3,"1,2,3,6,9",,"1,2,3,6,9",3,5,7,,,"I have spent my life hiding most of my disability from others and being emotionally neglected when I did express a need for accommodation. I didnâ€™t have my Autism diagnosis until I was an adult which made me more susceptible to harassment. My peers physically assaulted me for being different more times than I count. My first memory of expressing my gender was met with assault by a classmate, I was 8. It is normalized to bully in this area, a part of the social norms. When I came out about my identity in high school, I had major backlash including being abandoned by my entire support system. The area where I live makes me fear living as my genuine self. My disability stops me from leaving. I need care and support and canâ€™t hold a job. I feel stuck. "
43972.57986,R_qWQXLdq4SUozeX7,,EN,1,,1,31,2,,2,4,,4,5,,,,,5,USA,1,4,"Lithuania, Scottish, Irish, German, Russian, English",5,"1,9",,"1,9",5,6,2,,,"I live in a basement apartment in a relatively affluent area.  Crime is low, pollution is low, my housing is stable as are my finances.  I am extremely close with my family, but my parents and sister live about 2 hours away and I cannot see them as much as I would like.  My core group of friends also live about 2 hours away now, so I also have a difficult time not seeing them as well."
43972.58056,R_2QSvXLSeXhrV8o5,,EN,1,,1,19,3,,3,1,,1,1,,,,,1,USA,1,"3,7,4",Brazilian ,5,"1,6,9",,"1,6,9",3,2,6,,,im not sure.. but i live somewhere where i don't really know most people
43972.58403,R_2CVTMHesXmhzFjK,,EN,1,,1,19,3,,3,5,,5,5,,,,,5,USA,1,4,,4,"1,2,9",,"1,2,9",5,6,5,,,
43972.5875,R_a5YGtAmaUawOxIl,,EN,1,,1,21,5,,5,1,,1,5,,,,,5,USA,1,4,american?,6,1,,1,4,5,3,,,
43972.59792,R_2QsSxeHHWWu7Oqi,,EN,3,Canada,4,19,2,,2,1,,1,5,,,,,5,USA,1,4,english/french,5,"2,9",,"2,9",5,6,3,,,"well as someone with idiopathic chronic back pain that has affected every aspect of my life, living in Canada has made health care easier, if I had lived somewhere without free Healthcare I would have probably attempted to take my life, as that is an expense that I could not afford. I have spent a lot of time in the hospital. "
43972.60069,R_3MR1yRabtjrJKUO,,EN,1,,1,23,2,,2,5,,5,5,,,,,5,USA,1,3,,3,1,,1,7,7,2,,,
43972.60556,R_2tFNj549GhYW1dg,,EN,1,,1,35,1,,1,4,,4,5,,,,,5,USA,1,2,,2,"2,5,6,9",,"2,5,6,9",5,4,4,,,"This area is a desert for quality jobs but the cost of living is climbing quickly. Education, healthcare, and opportunity are sub-par. Persistent cultural and institutional racism, abti-LGBTQ+ sentiment, and sexism limits the opportunity for people here. This drives a lot of my feelings of anxiety for my future."
43972.63333,R_2dFx9ammlEBM5DW,,EN,1,,1,32,3,,3,3,,3,5,,,,,5,USA,1,4,Italian,22,"1,3,9",,"1,3,9",4,5,5,,,Being close to a major city makes being LGBT easier
43972.63403,R_xbh1HC5qjQS5g77,,EN,1,,1,19,4,,4,5,,5,5,,,,,5,USA,1,2,,2,9,,9,5,6,3,,,"Living in the Midwest makes being open about sexuality and gender a bit worse than it would be in other locations, but still better than, say, in the south. "
43972.64028,R_qC1G51N61t77J3H,,EN,1,,1,27,1,,1,3,,3,5,,,,,5,USA,1,3,,3,1,,1,6,7,2,,,
43972.67292,R_1rqWB1eadxqRS6O,,EN,1,,1,29,1,,1,3,,3,5,,,,,5,USA,1,"2,3",,5,"1,5",,"1,5",4,3,3,,,I live in a very conservative area. Walking down thebstreet holding hands with a guy has gotten me assaulted on more than one occasion. 
43972.67361,R_3prPMGEHp8gLi66,,EN,1,,1,30,3,,3,7,,7,5,,,,,5,USA,1,4,Does not apply ,18,"2,9",,"2,9",6,5,4,,,"Honestly, I am lucky to live where I live. It is overall a very queer friendly area. Unfortunately, currently with COVID-19, we don't have any testing, and are often left in the dark, which is adding to my anxiety. "
43972.67847,R_6xwByMsgODSPjbj,,EN,1,,1,18,5,,5,2,,2,5,,,,,5,USA,1,"2,3,4",Polish,5,,,14,6,6,2,,,"Being in the Midwest, there are very few resources in my area for LGBTQ+ people, and I have experienced homophobia in the form of online harassment at my high school."
43972.72014,R_3GoYwNsBs4E7i5H,,EN,1,,1,20,3,,3,5,,5,5,,,,,5,USA,1,3,,3,"2,5,9",,"2,5,9",2,2,5,,,"I'm the caretaker of my mother, and we live in a house that is close to eviction. The area we live in is a tight-knit community, although we aren't familliar with most of the people. 

With limited transportation, lack of funds and a lack of a medical card that won't expire in a year, I am unable to seek therapy and get extensively treated for my existing health conditions. 

Being a caretaker is stressful on its own, but I need taken care of as well. My boyfriend who also lives with us, tries his best to keep me grounded but sometimes isn't enough. I have other people I can lean on, but it isn't a long-term solution.
"
43972.72986,R_sFsY4lL8qdQQeA1,,EN,1,,1,30,6,,6,7,,7,5,,,,,5,USA,1,4,n/a,18,9,,9,6,5,3,,,I live in an urban area where I have lots of access to resources including an excellent lgbtq center and a transgender center.
43972.7875,R_1ouJBPO8cLutvZr,,EN,1,,1,22,5,,5,8,Aspec Queer,7,5,,,,,5,USA,1,"3,4",Greek,9,"1,4,6,8,9",,"1,4,6,8,9",4,1,7,,,
43972.79306,R_22mkJjVgVWL0Q9s,,EN,1,,1,23,5,,5,1,,1,5,,,,,5,USA,1,4,Polish ,10,"5,6,8,9",,"5,6,8,9",4,5,6,,,"Just using this space to note that the questions about family and sexual/gender identity were very difficult to answer because everyone knows about my sexual orientation (I live with my same-sex partner), but almost nobody knows about my gender identity since I'm not comfortable coming out yet. I just answered those questions based on my gender and not my sexuality."
43972.80208,R_2QPrLqLL6dOwyq8,,EN,1,,1,31,1,,1,1,,1,5,,,,,5,USA,1,3,,3,"1,6",,"1,6",6,6,3,,,"I live in a city that I do not feel rejected in, and have many queer friends. I have also been given the opportunity to specialize my work as a psychologist in younger queer communities. I have never felt threatened as a cis bi man, and I have never felt unsafe being affectionate Rin public with my non-binary husband. My location has sometimes led me to feel unsafe over the past several years in a different, extremely specific wayâ€”in my apartment I can often hear my downstairs neighbor, and he is routinely aggressive. I have come to hate living in a city because of this circumstance and it has had some negative impact on my health because it is sometimes difficult to sleep through his noise and has caused panic attacks."
43972.83403,R_3CVZGCjxF4uMahY,,EN,1,,1,32,5,,5,6,,6,5,,,,,5,USA,1,4,Scot-irish,5,"1,2,3,5,9",,"1,2,3,5,9",4,3,7,,,
43972.83611,R_29sJ0zbUVT8sxKU,,EN,1,,1,19,3,,3,3,,3,5,,,,,5,USA,1,4,"French, Jewish",5,9,,9,5,7,3,,,"I live in a very progressive area with good access to services specific to my gender and sexuality, as well as a large LGBT community. "
43972.88403,R_3KC9Cr2yWZHT2A6,,EN,1,,1,18,3,,3,5,,5,"1,3,5",,,,,3,USA,1,"2,7",,5,"1,3,4,5,9",,"1,3,4,5,9",5,6,8,,,"I feel like Alaska has a somewhat unique social climate. Most people here feel very strongly one way or another about things, and that led to my generation being largely radically leftist. That opened up a lot of potential for accepting friends during my highschool years, which was wonderfully formative. That being said, there are also many individuals on the opposite side of the political spectrum. In my senior year I testified at our city hall in support of an LGBTQIA+ protection ordinance, and it was eye-opening to hear testimonies against-- people who are practically my neighbors that would rather my community be vulnerable in many ways.

"
43972.89375,R_1r7eAcSFcxm5EwX,,EN,1,,1,42,2,,2,1,,1,5,,,,,5,USA,1,"2,4","French Canadian, English (Mayflower descendant)",5,"1,8",,"1,8",4,6,3,,,"I love in a town with less than 1,000 people. Most are very conservative. I think most people assume that because I'm married that I'm straight. I wouldn't lie about my sexually but I'm not screaming it from the rooftops. I have been trying to relax a little about it though because I have two queer kids and I don't ever want them to feel unsafe or ashamed of anything. "
43972.98819,R_tQwC3Q027SDXCy5,,EN,1,,1,30,3,,3,2,,2,5,,,,,5,USA,1,"3,4",Polish / swedish,5,"8,9",,"8,9",4,4,4,,,Living in California  But it's a fairly conservative area I got to flip off a nazi once which was nice And slightly terrifying and I guess thing I've noticed is people are more comfortable with orientation now than they are with gender presentation.
43973.08264,R_sgQy706uO4kA6SB,,EN,1,,1,25,7,Demiboy plus cisgender woman / hard to label ,6,5,,5,5,,,,,5,USA,1,"2,3,4",Iâ€™m a mix of white lol ,5,"2,3,5,6",,"2,3,5,6",4,2,6,,,I live in south Dallas. Unsafe area to be. Lots of grown men praying on young girls. Itâ€™s been a very uncomfortable thing for me. I canâ€™t take public transportation daily due to the harassment I face so it lowers my job opportunities (pre-corona)
43973.09236,R_D2KLC7KWbVO9f33,,EN,1,,1,19,3,,3,5,,5,5,,,,,5,USA,1,4,None,18,"1,5,6,8,9",,"1,5,6,8,9",5,3,7,,,"I'm fortunate to live in a more accepting state, but overall the United States seems to generally be a cesspool of anti-lgbtq+ legislation and bigotry"
43973.14444,R_8knm2ExuGiwsGPf,,EN,1,,1,19,4,,4,7,,7,1,,,,,1,USA,1,"7,4",Chinese,5,"9,12",,"9,12",6,6,5,,,Living with my family as a dependent college student makes it difficult and scary to come out as trans or seek advice/help about what to do.
43973.42986,R_1K7pXTShU5x84fr,,EN,1,,1,30,3,,3,3,,3,5,,,,,5,USA,1,3,,3,"5,9",,"5,9",4,3,4,,,"Where I live gender dysphoria and the treatments associated with it are considered ""elective"" which makes paying for them more difficult. The worse my dysphoria gets the worse my depression is, the harder it is to get up everyday. I don't socialize outside of work or family because my dysphoria makes it a nightmare. "
43973.74444,R_tFondWUPCOXtHC9,,EN,1,,1,29,2,,2,1,,1,5,,,,,5,USA,1,"2,3",,5,"1,5,6,9",,"1,5,6,9",6,7,5,,,"I live in Dallas, Texas. I am lucky in many ways. Dallas is mostly a blue city, I am a white cis female, and bisexual. I'm normally not a target of bigotry or abuse. I also having supportive parents close by. A lot of my friends do not have the things I am blessed with and I have seen their struggles and it pains me. "
43973.78472,R_2V1Qrum5HDLSsG7,,EN,3,New Zealand,41,37,4,,4,5,,5,5,,,,,5,USA,1,4,British,19,"1,4,6,8,9",,"1,4,6,8,9",6,5,7,,,NZ is generally accepting of trans and polyam so my bubble of people is good
43974.04722,R_2zYIUQphxS56xEx,,EN,1,,1,31,3,,3,1,,1,"4,5",,,,,3,USA,1,1,,1,"1,9",,"1,9",6,7,5,,,Being transgender is not something talked about or helped with where Iâ€™m from. 1 support group in a maybe 3 county area. Not a lot of jobs with benefits that would help this either. My sort of relationship would be extremely frowned upon if people knew. Iâ€™m not sure if this is what is meant but this is what I came up with.
43974.06181,R_3DoM2Dekwle9SQS,,EN,1,,1,20,3,,3,1,,1,5,,,,,5,USA,1,4,"Irish, Polish, Cajun French",5,"1,3,9",,"1,3,9",4,6,5,,,
43974.21389,R_3Ht4S5fd205TVuo,,EN,1,,1,34,5,,5,1,,1,4,,,,,4,USA,1,1,,1,"1,6",,"1,6",4,3,5,,,It's incredibly had to find adequate care. 
43974.31875,R_27BiIY0fNbtfLK6,,EN,1,,1,28,3,,3,4,,4,5,,,,,5,USA,1,4,Welsh,19,"3,9",,"3,9",2,2,3,,,"Where I live is terrible for transgendered people. I live in small town east texas and I'm constantly worried or fearing for myself. My spouse is very supportive of me as she has been here before the transition. My family is very welcoming and okay with it. But strangers here, not so much. I'm scared to let my b9obs show or that I'll talk to high and be disregarded as a man. "
43974.41042,R_3qUqmm0AeMNZrwt,,EN,1,,1,31,3,,3,3,,3,5,,,,,5,USA,1,4,British / Norwegian ,5,13,Furloughed due to COVID-19 ,31,6,6,3,,,"I live in a suburb in Texas, and while individuals are generally very accepting of my identity, policies at the state level can be very discouraging. For example, Aetna (my health insurance company) covers transition care. However, because my husband is a teacher our insurance comes through TRS, a state agency, who has opted to exclude transition care from its coverage. My only options are to pay out of pocket, which I manage for my hormonal replacement therapy and endocrinologist appointments, but it puts surgery out of reach. "
43974.64097,R_1QJGDeWPOfFfZD8,,EN,3,Bulgaria,7,22,5,,5,1,,1,5,,,,,5,USA,1,4,Bulgarian,15,"3,5,9",,"3,5,9",3,2,5,,,"eastern europe isn't a super fun place to be a poor queer person, i am also dealing with ppd at the minute so that's all dandy"
43977.98472,R_1lczP4oYfkgTVRa,,EN,1,,1,30,5,,5,7,,7,5,,,,,5,USA,1,2,,2,"1,9",,"1,9",3,3,4,,,"my location makes things difficult because religion likes to take the first place everywhere i look. 
It makes me nervous to be myself sometimes because I could get beat up or killed. "
43979.52153,R_2Vr59R8NirDZ1ny,,EN,1,,1,24,2,,2,4,,4,"1,3,4",,,,,3,USA,1,1,,1,"3,5,6,9",,"3,5,6,9",5,5,5,,,
43979.59583,R_YbllHJSCtySI2qt,,EN,3,nigeria,22,21,7,Male,9,8,Straight ,9,9,African,,,,2,NIGERIA,2,4,Africans ,17,3,,3,5,5,1,,,"My location is safe to an extent but Nigeria can never be totally safe so I take extra measures by making sure the gates are locked and I'm always alert 
Health wise , my location is free from disease to an extent , last time I recorded a case of illness on my path was five years ago 
As we know , Nigerians live a communal life so relationship in my location are more strong and healthy than weak and toxic"
43980.07569,R_2q3lihbTrG1PI6j,,EN,1,,1,23,7,Male,9,3,,3,5,,,,,5,USA,1,1,,1,13,"Depression, anxiety ",17,7,7,2,,,
43981.37847,R_1lcqqj3TGoK1gNI,,EN,1,,1,59,2,,2,2,,2,"5,8",,,,,3,USA,1,4,german Irish american indian,5,13,ok ,14,5,7,2,,,minimal lesbian support for my age group
43987.11181,R_1kSPGpETW1UMEPf,,EN,1,,1,22,2,,2,1,,1,4,,,,,4,USA,1,1,,1,9,,9,4,6,3,,,My location has definitely stopped me from foing drugs due to high paranoia.
43988.39583,R_2tL6svupGZi1B5y,,EN,1,,1,24,2,,2,4,,4,4,,,,,4,USA,1,1,,1,"3,6,11",,"3,6,11",3,1,4,,,
43912.50208,R_2zwJjhYSh5axR9C,,DE,1,,2,26,1,,1,4,,4,,,1,1,,11,GER,1,"1,3",,5,,,14,6,6,1,,,
43912.50278,R_1r8ILUpNZZCnMvR,,DE,1,,2,29,2,,2,1,,1,,,1,8,,18,GER,1,1,,2,13,nichts davon,14,6,6,2,,,Die steigende Wahrscheinlichkeit einer bevorstehenden schweren wirtschaftlichen Krise (Corona und Folgen) setzt mich unter Stress
43912.54097,R_2SAC0k83O6EW53L,,DE,3,Ã–sterreich,42,29,2,,2,4,,4,,,1,,,10,GER,1,1,,2,1,,1,5,7,1,,,
43913.23611,R_24e2dCsGsAkdQCB,,DE,1,,2,23,2,,2,1,,1,,,,,,20,GER,1,15,,15,"10,12",,"10,12",4,3,3,,,"Ich fuehle mich hier nicht unbedingt sicher. Meine Wohnsituation ist nicht sehr angenehm und ich wuerde gerne umziehen, kann ich aber leider nicht. "
43913.56806,R_3JaTEx1WZBxLmz4,,DE,1,,2,25,1,,1,4,,4,,,1,,,10,GER,1,1,,2,1,,1,6,6,1,,,"Die Umgebung meines Wohnort gibt mir Sicherheit, Beziehungen sind allerdings nicht leicht einzugehen"
43913.60417,R_25QGv71je6h4jfp,,DE,1,,2,27,1,,1,4,,4,,,1,,,10,GER,1,1,,2,1,,1,5,7,1,,,Die Stadt ist wie ein Dorf. 
43913.62014,R_1jrBgFBnm4ICGdU,,DE,1,,2,32,2,,2,2,,2,,,1,6,,16,GER,1,"1,4",,14,1,,1,5,6,3,,,
43913.65625,R_2478HC8hCcWjHhv,,DE,1,,2,53,2,,2,2,,2,,,1,,,10,GER,1,1,,2,2,,2,5,6,2,,,
43913.67917,R_1Qz3s3NpdoYfYXm,,DE,1,,2,28,2,,2,1,,1,,,1,,,10,GER,1,,,18,2,,2,7,7,2,,,"fÃ¼r mich ist ""deutsch"" eher nur meine StaatsangehÃ¶rigkeit, also ein rein formeller Aspekt, als Teil meiner IdentitÃ¤t

"
43913.7125,R_1FbJFacOul4siux,,DE,1,,2,43,2,,2,2,,2,,,1,,,10,GER,1,1,,2,1,,1,6,6,2,,,
43913.73125,R_21yxsAqhfOVoRCB,,DE,1,,2,27,2,,2,4,,4,,,1,,,10,GER,1,1,,2,9,,9,3,3,1,,,
43914.30139,R_33y7fErlUzWVaDF,,DE,1,,2,22,2,,2,4,,4,,,,,,20,GER,1,1,,2,"5,13",Student,5,5,5,1,,,"Mein Wohnort WÃ¼rzburg beeinflusste mich in meinem ersten Semester und somit meine ersten Wochen in dem Ort negativ. Ich war depressiv, wollte nicht aus dem bett und war stÃ¤ndig mÃ¼de. Der anfang war schwierig. Alles war neu. Alles war grau(aufgrund des winters). Man musste sich der neuen Umgebung anpassen. Den Mitbewohnern, deren wohnstile und dem Studenten-da-sein. Meine Familie, Freunde und mein Freund sind alle in Deutschland verteilt. Somit kann ich auch niemandem wirklich gerecht werden wenn es um besuche geht. Bei meinem Freund fÃ¼hlte ich mich weitgehenst wohl. Doch Freunde hatte ich dort auch nicht. Nur die Freunde meines Freundes sind da die mich abgelehnt haben bzw mein Verhalten nicht verstanden. Emotional war ich sehr am schwanken. Mal aufgedreht, mal depressiv. 
Nach ner Zeit als ich anfing was mit Leuten zu machen wurde ich wieder offener und frÃ¶hlicher. Der Kontakt zu anderen leuten(meine leute) haben gefehlt. Eigene kontakte knÃ¼pfen ist sehr wichtig. Jetzt hatte ich mich sehr aufs Sommersemester gefreut. Alles wird bunt und warm. Ich wollte mehr unternehmen. Mein hobby wieder anfangen. Mich auf mich selbst konzentrieren und wÃ¼rzburg erleben und mein neues zuhause akzeptieren und kennenlernen. Nur kam nun das corona Virus und alles scheint wieder komplizierter zu werden. Das positive Ist, dass man zur Ruhe kommen kann. Mal sehen was die Zeit uns bringt. Ich bin positiv gestimmt. Jedoch verbringe ich im Moment kaum Zeit in WÃ¼rzburg. "
43914.30347,R_1fdP92YYd4NfRSg,,DE,1,,2,27,2,,2,4,,4,,,1,,,10,GER,1,1,,2,1,,1,6,6,1,,,"Wohnort: frisch umgezogen, gibt mir WÃ¤rme und Geborgenheit, Ruhe. Ich geniesse es, dass wir ein grosses Tor zur Sicherheit und einen Garten haben, in dem der Hund spielen kann. Durch die grÃ¶sse und Raumanzahl, ist mein Partner aber fast nur noch in seinem Zimmer. Ich fÃ¼hle mich dadurch allein. Wir sind von meiner Mutter weiter weg gezogen, sie fehlt mir. RÃ¤umlich ist es aber toll hier und viel ruhiger als in der alten Wohnung. Die NÃ¤he zur Elbe vermisse ich aber. 
IdentitÃ¤t : manchmal fÃ¼hle ich mich zu sehr als Hausfrauchen,das nur fÃ¼r den Herrn da ist. Sich selbst aufgegeben hat und neben Studium noch den Haushalt schmeiÃŸen und verantwortung fÃ¼r den Hund Ã¼bernehmen muss, da der Mann ja arbeiten geht und damit total ausgelastet ist. 
"
43914.32014,R_plWNcJQosbZwfUR,,DE,1,,2,25,2,,2,4,,4,,,1,5,,15,GER,1,12,,12,9,,9,6,6,2,,,"Mein Wohnort beeinflusst mich in jeglicher Form positiv - seien es soziale Kontakte, MÃ¶glichkeiten zu Unternehmungen oder berufliche Chancen. "
43914.34444,R_1IjgS41BfiTKPZW,,DE,1,,2,29,1,,1,1,,1,,,1,,,10,GER,1,1,,2,"3,5",,"3,5",5,4,3,,,
43914.35556,R_4I9XES4fkJYMikN,,DE,1,,2,22,2,,2,4,,4,,,1,,,10,GER,1,1,,2,1,,1,7,7,1,,,"Beziehungen, Freiheit, Versorgung, Anbindung "
43914.37986,R_ByUgfZFdaFKAElr,,DE,1,,2,21,2,,2,4,,4,,,1,,,10,GER,1,1,,2,1,,1,6,7,1,,,
43914.44583,R_3Ny9vQtn4Qnkimu,,DE,1,,2,28,2,,2,5,,5,,,1,,,10,GER,1,1,,2,,,14,6,5,1,,,
43914.57778,R_3HH9bTSIXRy0p7r,,DE,1,,2,30,2,,2,4,,4,,,1,,,10,GER,1,1,,2,"6,9",,"6,9",4,3,2,,,"Der Wohnort wirkt sich auf die Stimmung aus. Seit ich in WÃ¼rzburg wohne, bin ich beim spazieren gehen nicht mehr so gedrÃ¼ckt. 

"
43914.62222,R_3IYP3tbY5m3sIR2,,DE,3,Ukraine,43,37,2,,2,4,,4,,,1,,,10,GER,1,1,,2,"2,8,9",,"2,8,9",6,6,3,,,"Ich lebe in der Ukraine besser als in Deutschland. Ich habe hier eine gute Wohnung, einen guten Job, bin selbstwirksam und wirksam fÃ¼r andere und verdiene mehr Geld. Wegen der Pandemie habe ich Angst, nach Dtl. zurÃ¼ckzumÃ¼ssen und meine Arbeit hier zu verlieren. In Dtl. habe ich in einer dunklen, kleinen Butzen gewohnt, war lange arbeitslos oder prekÃ¤r beschÃ¤ftigt, depressiv, fÃ¼hle mich in der Gesellschaft nicht zu Hause. In Dtl. einen Job zu finden, mit dem ich, trotz gesundheitlicher EinschrÃ¤nkungen, genug Geld verdiene, um mir einen Ã¤hnlichen Lebensstandard zu leisten wie hier, halte ich fÃ¼r unwahrscheinlich. Was mir in den letzten Tagen auf die Stimmung geschlagen hat ist tatsÃ¤chlich die Unsicherheit der aktuellen Weltlage und die Angst, mein Leben hier verlassen und mÃ¼ssen und es nicht wiederzubekommen. Als chronisch kranke Person habe ich aber noch mehr Angst um meine Gesundheit, denn das Gesundheitssystem hier ist schlechter als in Dtl. und mir komplett intransparent. Deshalb werde ich wohl in den nÃ¤chsten ein, zwei Wochen nach Dtl. zurÃ¼ckkehren. Aber ich will es wirklich nicht, die ganze Vorstellung ist mir fremd."
43914.72778,R_3KpFkYbS1DSP7Jd,,DE,1,,2,25,2,,2,4,,4,,,1,2,,12,GER,1,17,Persisch,93,6,,6,5,6,2,,,Ich kann mich glÃ¼cklich schÃ¤tzen in so einem tollen Land wie Deutschland zu leben (v.a. jetzt wÃ¤hrend der Coronakrise)
43915.07361,R_w7wqvfbhKpKICit,,DE,1,,2,21,2,,2,4,,4,,,,,,20,GER,1,1,,2,9,,9,7,6,1,,,"An meinem Wohnort gibt es ein schÃ¶nes ZusammengehÃ¶rigkeitsgefÃ¼hl, auch wenn der Ort nicht so klein ist. Man fÃ¼hlt sich aufgehoben und Zuhause. "
43915.15347,R_1pol1bu7P8frJVz,,DE,1,,2,25,6,,6,6,,6,,,,,,20,GER,1,1,,2,9,,9,6,6,3,,,"'-ich fÃ¼hle mich relativ sicher in meinem Stadtteil, in anderen jedoch weniger
-die GrÃ¶ÃŸe ist noch ertragbar, mit einer grÃ¶ÃŸeren Stadt kÃ¶nnte ich psychisch nicht umgehen, aber sie ist so groÃŸ, dass es mÃ¶glich ist, neue Bekanntschaften zu schlieÃŸen und gleichzeitig Bekannte auf der StraÃŸe zu treffen
-durch das Meer und die GrÃ¶ÃŸe, die es erlaubt, schnell die Stadt zu verlassen und in die Natur zu fahren, ist es angenehm, hier zu leben
-das Klima ist mir sehr zutrÃ¤glich
-"
43915.17083,R_ZftVuRILiGDIGNr,,DE,1,,2,37,3,,3,2,,2,,,1,11,biodeutsch ,10,GER,1,1,,2,9,,9,5,6,3,,,"Berlin, der einzige Ort in Deutschland, wo ich leben will. 
Hier habe ich Kollegen, Freunde und Nachbarn, die mich nicht aufgrund meiner Queerness diskriminieren. "
43915.17778,R_3Gm4ZJGvmwwKflr,,DE,1,,2,23,5,,5,5,,5,,,1,11,FrÃ¤nkisch/Bayrisch,10,GER,1,17,FrÃ¤nkisch/Bayrisch,5,9,,9,5,6,3,,,"Mein jetztiger Wohnort gibt Freiheit, die an meinem vorherigen Wohnort nicht im Ansatz mÃ¶glich war. Ich fÃ¼hle mich hier das erste mal richtig zuhause. Die AnonymitÃ¤t der GroÃŸstadt und der soziale Performancedruck, sowie die Unverbindlichkeit sozialer Begegnung, die fÃ¼r mein Milieu typisch macht es fÃ¼r mich schwer, langfristige, tiefe Bindungen zu Anderen aufzubauen. "
43915.20278,R_3foPfSzHwwvI7Ax,,DE,1,,2,22,2,,2,4,,4,,,1,5,,15,GER,1,1,,2,,,14,5,5,1,,,
43915.22083,R_1MSX7vvvJ6tSNGm,,DE,1,,2,22,2,,2,4,,4,,,1,,,10,GER,1,1,,2,9,,9,5,4,1,,,
43915.23542,R_2S7GGzoAdJddSeZ,,DE,1,,2,24,2,,2,5,,5,,,1,,,10,GER,1,1,,2,1,,1,6,7,2,,,
43915.23819,R_2cuy58NAtebBAHR,,DE,1,,2,26,2,,2,1,,1,,,1,,,10,GER,1,1,,2,1,,1,6,7,2,,,
43915.25208,R_1Im8D7rNifRl8QP,,DE,1,,2,29,1,,1,4,,4,,,1,,,10,GER,1,1,,2,2,,2,4,5,1,,,
43915.25278,R_24o4rXSb7hMHo9H,,DE,1,,2,20,2,,2,4,,4,,,1,,,10,GER,1,1,,2,1,,1,6,6,1,,,
43915.25417,R_1LAoRZfA8AXzpic,,DE,1,,2,20,2,,2,2,,2,,,1,,,10,GER,1,1,,2,13,"Intelligent, Oberschicht, Depressiv",17,6,7,2,,,"Sehr zentral, gute Anbindunge, jedoch ruhige gegend inmitten einer GroÃŸstadt, Natur in Reichweite, eher familiÃ¤res Umfeld, nette Nachbarn, nah an Freunden und Familie, Gesundheit: Depression, AngststÃ¶rung, somatoforme StÃ¶rung"
43915.27014,R_3q8uDK1wBLYDGm0,,DE,3,Portugal ,44,37,2,,2,2,,2,,,1,7,,17,GER,1,9,,2,12,,12,4,5,3,,,
